"id","lat","long"
"http://sws.geonames.org/281594/","31.59508","35.08352"
"http://sws.geonames.org/281595/","31.54228","35.0165"
"http://sws.geonames.org/281597/","32.01559","35.20485"
"http://sws.geonames.org/281598/","31.68319","35.24683"
"http://sws.geonames.org/281599/","31.66587","35.20224"
"http://sws.geonames.org/281600/","32.21667","35.28333"
"http://sws.geonames.org/281601/","32.22042","35.18266"
"http://sws.geonames.org/281602/","31.81667","35.2"
"http://sws.geonames.org/281603/","32.40147","35.3415"
"http://sws.geonames.org/281604/","32.52172","35.21961"
"http://sws.geonames.org/281605/","32.51956","35.21966"
"http://sws.geonames.org/281606/","31.67653","35.39695"
"http://sws.geonames.org/281607/","31.61371","35.27768"
"http://sws.geonames.org/281608/","32.00852","35.10682"
"http://sws.geonames.org/281609/","31.72116","35.28273"
"http://sws.geonames.org/281610/","32.2785","35.33046"
"http://sws.geonames.org/281611/","31.66667","35.33333"
"http://sws.geonames.org/281612/","31.61667","35.08333"
"http://sws.geonames.org/281614/","32.16667","35.3"
"http://sws.geonames.org/281615/","31.56369","35.03119"
"http://sws.geonames.org/281616/","31.93716","35.42845"
"http://sws.geonames.org/281617/","31.92896","35.37884"
"http://sws.geonames.org/281618/","31.55726","35.03383"
"http://sws.geonames.org/281619/","31.55","35.03333"
"http://sws.geonames.org/281621/","32.11019","35.40556"
"http://sws.geonames.org/281622/","32.00365","35.41756"
"http://sws.geonames.org/281623/","32.34042","35.39604"
"http://sws.geonames.org/281624/","32.257","35.49436"
"http://sws.geonames.org/281625/","32.45058","35.34299"
"http://sws.geonames.org/281626/","32.10363","35.38634"
"http://sws.geonames.org/281627/","31.86848","35.31971"
"http://sws.geonames.org/281628/","31.56742","35.14278"
"http://sws.geonames.org/281629/","31.90077","35.23096"
"http://sws.geonames.org/281630/","31.84682","35.01156"
"http://sws.geonames.org/281631/","31.61902","34.99786"
"http://sws.geonames.org/281632/","31.4891","34.95643"
